Water Source Type,Contaminant Level (ppm),Turbidity (NTU),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Risk Level
Treated Supply,101.55266095266717,12.746744042632066,9.337920769899437,6.8361645227525205,149.43563869745321,Chlorinated,59.62734455459558,62.05165334098827,1121.6036512648768,25.216425936695714,3114.1687877825743,High
Treated Supply,86.15348882380378,14.690575020598647,8.070785611826267,5.541587685632135,119.79781364885383,Filtered,57.71140016804753,61.89481005464902,1071.013049319373,26.07639444581348,3873.5852991235633,High
River,62.37378346679814,11.734783095863953,10.30004618689535,5.1465684431191185,125.70271358869203,Chlorinated,55.657354719325106,55.099558871366916,1315.4707356670438,28.43860937704294,1622.9673618318682,High
Treated Supply,104.1407761589397,10.881645742251415,8.616348284093624,5.07341363750185,109.14118884150626,Filtered,56.14250677342937,66.4690865878681,1117.8093616231965,29.140548369391837,2622.292000416547,High
Treated Supply,62.057856751262925,12.27435787819339,7.114152204824853,10.619486307713117,147.95519478943328,Filtered,55.69538586090917,65.04732837747105,1224.5380171898055,26.184173574469714,2344.95779643402,High
Treated Supply,68.82871803084103,11.462795449297634,9.640113384080518,8.681737610875034,121.53314065859516,Filtered,56.3521642035561,68.7460494892401,1394.2187900066228,34.25645300938392,4790.6808742472895,High
Treated Supply,88.19465516705526,6.941209847054313,8.548922384989737,7.879570779604412,89.28745191583279,Chlorinated,60.127532631363366,69.80757048595115,1171.658490603694,18.603848976217407,1858.8106447201435,High
Treated Supply,91.40899167560266,10.97448205792793,9.388868512486349,10.78682307544535,130.7471866744355,None,62.776351122967824,65.11330672262696,985.6559217352448,31.705291423829387,3822.8572400606245,High
Treated Supply,62.40254341505648,8.267151449493214,11.40541093598311,5.435619974292469,135.37599592972288,None,59.695596882001745,60.00749556175512,1445.801615366966,35.79409045808353,2367.482682873806,High
Treated Supply,104.77585178442075,6.081160493137798,9.570097011156845,9.8109491741893,93.60269598875314,Chlorinated,59.6427271773805,62.820487200175855,1265.5804997642865,28.434304523043338,3069.3354790475278,High
River,99.32539199029884,9.33638299248248,8.811368686752157,7.438168391913522,121.99207328571356,Chlorinated,64.99073602236693,59.19490756533238,1369.7586641234443,30.21639974223974,3500.4732996247276,High
River,95.78375178727622,11.605434613399286,7.051163566345246,5.959747709404193,82.64265941330704,Chlorinated,57.23947740857062,68.26167668843358,1493.6023144098588,19.39145863229715,4257.943860093748,High
Treated Supply,98.07666194440017,6.173798465414529,11.253696919872237,6.229209644457282,106.67867573066789,Chlorinated,58.03612894341079,61.254855731574686,1228.4778740454046,19.95793123746902,4544.478729535656,High
River,70.09812618568807,10.825932010912172,10.060595982561228,7.380006461242942,116.43676224045973,Filtered,60.924017298925435,67.60527340379464,1276.6693993573222,36.975093204268845,3693.583749321322,High
Treated Supply,108.64132442847009,6.154034079877212,9.738082722401877,5.433459807377236,126.99632452284837,None,61.956601251570845,67.40036620726208,1019.4235700602661,22.130371676005083,1537.9307198593667,High
Treated Supply,69.25123704011831,11.448301828904086,7.876939378853722,7.012183235356847,121.74877287867727,Chlorinated,68.11095937282514,59.83856035514013,1342.0516546971944,28.727618799739187,4581.832232523871,High
Treated Supply,111.38652602961719,8.424811043816883,11.108280846804515,6.94023030257048,146.2938973710363,Chlorinated,58.02405187386112,62.40185016905793,1019.182809221957,28.106019314736997,2329.6407344043946,High
River,68.78830422945585,7.360442405381596,8.379331848238058,11.566714064148702,145.8198661132334,Filtered,59.3249436105647,67.79056931546171,1249.563357042693,25.016447024559646,4172.014480817852,High
Treated Supply,77.87479223884822,10.581443463727197,8.673371746367486,10.115334461480208,92.48926809087406,Filtered,68.93334858090758,68.14278718682812,1340.3638875290858,24.94447996318967,2220.4956377073204,High
Treated Supply,76.68644695890988,7.506799230377272,10.373455293196397,10.497114113200546,115.57602746890096,None,64.3350891278898,58.46714770184868,990.6904758007336,31.335393422855653,1917.3166438218977,High
Open Well,61.98490040411107,12.651313286524307,7.729780490915494,10.118515426726264,113.4802853470239,Filtered,68.43637835316378,62.71760668300838,1245.675343454594,26.204791796576625,2132.507489252209,High
Treated Supply,71.26316609280258,10.904533846244467,10.545328180083018,9.458651383570528,120.49445398752343,None,60.14031944800129,55.40614152376345,944.1174715295164,21.44594469968216,1865.2469050999275,High
Treated Supply,114.01730539091352,12.275643075110544,7.3857612189220125,8.9294435608856,94.1202314002083,Filtered,60.84204275317572,69.64891989560999,1309.6635673168662,35.28687667478823,1779.2120496270245,High
Open Well,74.56956949599272,12.397435068351001,11.574078707477344,7.07656983399727,108.74158426981948,Filtered,66.4238967833295,65.93729569151222,955.0367766578313,32.59006867748006,4223.64695852626,High
Open Well,71.90106082648182,14.88149185658396,9.093539913270213,9.361808923705194,103.48077894690046,None,60.88398476515107,65.17313665089796,1468.173316243459,32.08226392525633,2347.5465336303537,High
Treated Supply,66.75805660833048,9.669138791866292,10.063607506542748,8.405376975821904,148.63903925290714,Chlorinated,69.15350427922428,66.79125006237089,1251.9454447949724,18.813257383029878,4464.637327611374,High
Treated Supply,76.49503393829633,13.25092284004407,8.236318677133164,9.818468591339418,126.57780394152422,None,68.33553533264633,64.2132096717263,954.2367060757721,37.264133808875215,1914.7188266553069,High
Treated Supply,83.09584222378686,10.226379178959697,18.81748639156222,17.481756715477992,204.04555606144598,Filtered,32.87077864657812,30.005007964465733,1119.5078021577724,21.266678675307134,1761.012240274976,High
Treated Supply,119.15566446649564,6.884967580783001,17.985571724981455,22.97736402110984,313.16020695665225,Chlorinated,44.93125683317443,40.78065217378233,902.4218411066179,27.918075865529794,1607.8919729876386,High
River,91.75273027982882,11.98804494133591,17.927051513766408,27.631042366716784,176.23450726762974,Chlorinated,40.510072768965706,49.73718890332283,933.1235490477569,33.90812488294894,3983.1061351447474,High
Treated Supply,70.6780392877854,11.760839823883456,13.866979803040214,12.211131018020902,401.0135826917389,Chlorinated,39.99774076351047,47.93885695977865,1418.0526930241626,20.635946259346436,1536.4368067362916,High
Treated Supply,109.4805855223142,8.188664921251537,16.454050779144684,15.56629569893057,224.66813899613885,Chlorinated,32.73011593126237,35.85842416562671,1081.0903838009551,31.74870876374238,2622.9768807589917,High
Treated Supply,114.83915785219457,7.480559774401207,21.198080600182635,23.519083396513665,285.7293628447326,None,43.09733601483238,34.371835339888705,1175.7456782408647,36.741477598738236,2188.4237635092754,High
Treated Supply,96.88179103228143,13.876447644880113,22.68943893698802,15.590708111690361,349.3424783826114,Chlorinated,32.217102944928946,52.01752893282155,990.9777372812582,26.71495082744148,2564.847776685143,High
Treated Supply,110.06833458815056,10.226300692192357,24.653340843628698,25.19532839610192,404.4886593498589,Chlorinated,38.67995185071184,40.857852223990115,1165.828248457432,28.776848708008373,4953.887761802798,High
River,71.98541448619748,9.992966094211168,15.336534185315859,29.91125635916669,215.87139686250583,None,43.10809408132195,39.12838706151135,1474.8661250666687,34.46205178953751,1564.7327655736663,High
Open Well,96.85726018798732,14.952304768530892,13.33676138504013,23.869835394438184,299.1271560325424,Chlorinated,30.009166620963217,36.26604655658671,1389.1380171481026,18.859597203856264,1684.4536757980563,High
Open Well,89.44261521895888,7.5367063870348225,21.20285452646705,25.958812502008126,469.8521558545694,Chlorinated,41.493747814401225,40.130453996538364,1239.6081798211255,35.61532719493775,4228.09035158206,High
Treated Supply,77.36211986439719,13.420107041055306,17.804245434305198,19.3131614211034,431.61609606203876,None,31.125107687582762,41.831789969401484,1235.948085030036,28.531578182949662,1677.490124015069,High
River,61.24498513502817,9.136941856273957,19.7573716659835,14.891744329251411,347.02263858401875,Chlorinated,54.73341364828566,53.622480790402356,1295.1999391891952,31.441060333582314,4191.031486462198,High
River,111.15254717331749,6.223120475121263,22.54654876690559,29.332080085926393,294.6835811769114,Chlorinated,41.343995719881946,34.23150440761431,1320.1293827997042,20.799090836621726,2491.5217019208117,High
Treated Supply,65.30777597043337,8.278283047384239,15.345469639299406,29.33063623700997,492.4490135514807,Filtered,48.104360226532776,42.31092725820668,952.7413888928872,36.60004122355851,4571.655224012749,High
Treated Supply,99.55481677340418,7.0602896959729975,12.67369246450407,22.88983868176286,333.4563705075085,Chlorinated,46.93721895357602,32.44328949956046,917.7848656631368,30.380909068152675,2707.802771220741,High
Treated Supply,98.36374026314795,7.153835242486673,20.785341056848914,19.19430204516834,442.07196750172756,Filtered,42.93272246965259,44.08778315243938,1325.4491018786132,20.087787564212537,1976.1085614539265,High
River,71.24236195824741,13.923221147985078,12.23646337800808,12.50829270463285,471.5159369929633,Chlorinated,35.2160141625834,32.83745523180855,1071.9562378167925,22.799174674583604,1741.6344785554445,High
Treated Supply,105.55046020217159,9.713284640580397,24.165236084975273,29.695024083334893,399.94775147496443,Chlorinated,45.461945892355146,43.25065551564853,1156.6963501787875,27.52106190305707,3576.1649929599166,High
Open Well,111.09528472843462,7.4564678303637315,19.343252080338516,26.46957573042204,475.40868239235994,None,52.0367119957865,42.51585017618896,1283.1711866894857,36.59130453790485,2479.6486774719415,High
Treated Supply,78.53533207323426,10.144784056155919,20.40067490782763,14.00106893222889,401.9636381271862,Chlorinated,38.54547710508843,53.81939278876675,1397.5566221238503,18.265839960684715,2486.4311018756825,High
Treated Supply,103.37586617316148,9.367265383251265,12.029198249002327,18.04573301808452,190.57223523144899,Chlorinated,30.343941500354358,46.68687080530711,1039.447444929519,36.11796258857948,3088.8448442644467,High
Treated Supply,102.32571830871856,7.914480838458571,17.055485237180473,14.545126357500948,475.03504882367537,Filtered,49.11954463551085,47.17578995605682,1476.9101407352396,28.242520263530864,3810.765494933276,High
Treated Supply,60.47137550802107,7.478549992953205,24.428787481207934,15.237066200690697,281.4359900603631,None,50.79676833956039,47.37444464882116,1250.361748808328,31.569774786303586,3614.762266400769,High
Treated Supply,64.60636044957658,9.389924853760455,24.2162335512745,18.07801115932561,353.14487694694435,Filtered,44.766884341016684,40.796733978566586,1276.9488597269328,28.546371934500293,3831.9557761287474,High
River,110.4297014875855,8.407451711269253,14.061603696034604,21.89367674467519,415.1674606451343,None,40.98360334113649,43.46340138654852,1351.954867081599,24.080351577158822,3989.7664827838616,High
Treated Supply,80.76086289058571,6.180075004881774,15.336386612797899,19.029454711485325,217.06034731579092,None,31.157780624815867,44.35175584359618,1234.9863659782548,27.534864028406638,3312.114284813756,High
River,66.65946263793728,7.22388069470671,18.504467646913543,19.70862919789827,303.2860744440408,Filtered,54.59517964004846,41.35170429389331,911.7449643789026,36.379181595343965,4993.472488062804,High
Open Well,70.00476329868077,8.451163219175335,14.009504185439894,21.662787376673617,425.853969379309,None,33.657597096008,30.24289886843197,1374.1191555167143,29.91406366012565,3881.4751123499545,High
Open Well,81.17629745141971,14.083265024402909,17.125512718051443,16.255670320651443,410.14450894940984,Filtered,43.765070633529064,39.98742730202735,1258.8772459016955,25.939572634280143,1681.890025179295,High
Treated Supply,96.69493407154408,10.087519338791942,18.715628702602153,28.792185642810985,285.8083999376364,None,33.710625651861925,32.59118927458704,1483.122173934497,26.44582971411664,2141.8948844325137,High
Treated Supply,111.7974359322127,13.745747533892514,15.989967598069123,19.650225759243607,331.871784601247,None,53.873506293171886,42.131799436398765,989.370365244522,19.042796725703347,4391.7019508536505,High
Open Well,101.83626961434027,13.7680382922523,15.702808556791323,13.315390133932743,330.4841461528431,None,48.624769694486844,53.37442409472495,1059.505594804221,20.752290580369316,3224.853456999339,High
Open Well,80.9213407988185,11.067658719338873,17.942270081592223,19.36759891965023,330.9545162209646,Chlorinated,45.64746734360946,37.94797596922636,1357.6291558129838,28.204318976694246,3877.009931091366,High
River,101.91745819307008,10.990127572112872,21.87352860206928,12.674374016027413,289.8556643144383,Chlorinated,39.38983646010316,46.660274698226594,1385.4048128611757,32.3349165110032,2331.7744375942493,High
Treated Supply,101.51022422936364,13.14069942811243,22.5859213535672,26.35679082302876,222.96243800166363,Filtered,43.38610887768415,52.304732177582466,1337.0779781086426,26.123074941790158,4692.730286951744,High
Treated Supply,115.8746447155597,10.060496889251468,14.601604994653272,18.373843191362777,187.26269044541405,Chlorinated,32.54554942117811,32.40071697800509,1392.907470807567,29.15710054139207,2315.335020033688,High
Open Well,116.91257505675586,13.389744765428121,20.598140287150983,24.80119138072702,476.77177508288526,None,41.47460429290551,47.77335589381228,1348.8269789235342,37.71551820788317,4843.879191742529,High
Open Well,113.9687872943644,9.474743010082147,20.827235839722924,29.239746816890595,161.56065183437158,Chlorinated,40.917585490108095,31.2947555237639,1339.2349877932006,18.06721782489009,3753.226719559479,High
Treated Supply,104.44244278227136,9.139828298171693,16.87280150553043,25.41939112429857,193.110483619462,Chlorinated,54.236130512269526,33.49650663976898,912.1716729884739,23.251287582276138,1854.9537413070186,High
Treated Supply,62.14844841258341,7.088970575698424,24.393286229326364,15.599972949561344,343.0232972801517,Filtered,35.129620170332224,39.169045794493286,1154.0999284874317,23.14603396088849,4730.848253426881,High
Open Well,84.59586106856247,8.23338285484208,12.52619425891454,15.166268341239935,494.1235138239308,Filtered,32.286177519073405,31.184970174909118,1331.7778456254878,32.09843285105956,4768.845190543963,High
Treated Supply,65.62457314125015,14.196469141929327,13.387686336476744,19.05126107091095,203.45324148293727,Filtered,44.38137608304755,34.60884767696484,996.3580640272303,24.484090290530148,4593.545443917368,High
Treated Supply,70.33103992879346,13.29757591627131,13.70412325955663,21.245917020782898,349.04019688908136,None,49.568277862755835,38.80188873628657,1487.345466542423,23.15823922080085,3483.500554586109,High
Treated Supply,111.81988945502438,13.208379246480114,18.150071893666922,12.858974593260998,192.59507172072546,Filtered,53.02881202054666,53.19786700061093,1441.9070427392296,37.18929650520843,3174.148840783144,High
River,114.50556198487922,6.768566452756375,21.426414005635788,25.233238134220592,288.66660667974736,Chlorinated,52.283886794602665,35.98166878560426,1054.6702991376867,30.815989324430497,3413.7946664648066,High
Treated Supply,71.0811021225904,13.491713995503549,12.46312820181536,19.853576049604207,216.2661584918859,Filtered,33.965185011933755,34.80601494316184,1219.3188834177374,33.00769398474997,4440.91691977741,High
Open Well,74.28395080913955,14.885078977163772,21.526088222513113,22.346759778209975,240.10995079769378,Chlorinated,40.61779654708482,30.83863312600334,1433.3651054493087,22.706317110426824,2963.0500147431026,High
River,62.943676343340954,12.251461016463276,12.396655873486257,12.49960055594639,296.1659178691664,Filtered,51.468354103327535,48.87023834029074,909.8934150529955,27.51515201397965,2884.7563641657944,High
River,112.02815382457885,13.480087391574205,17.22050017186174,17.142908915951647,305.3190556166496,None,32.20155472467202,54.13807197611133,1402.8058666499683,31.123036857199068,4716.1226759076835,High
Treated Supply,112.82511424604847,10.008204445443335,14.860126016803271,21.264326602353663,233.50322402976565,Chlorinated,46.80306029556763,44.64806700001235,1112.6974614672747,29.67034422317889,3255.8107900683676,High
River,60.32771135911523,13.112315109845293,13.45544543409572,25.090232537488163,209.17484496402923,Filtered,38.809590441072814,35.928961825893026,1401.4446841813883,27.190218788363456,3061.7491215102546,High
Treated Supply,103.6255707447105,10.800131476736457,20.027194221957,25.291124320662735,415.34101403187896,None,32.6644491832768,32.44451447956544,1076.5565755738226,20.542441639024076,3611.4974996662727,High
River,94.6717872947532,13.19418467161075,23.961393414408988,16.2742880059819,484.7192267568912,Filtered,36.93023591403693,46.72638716871937,1391.8325007976198,23.866396154148084,3089.966575941683,High
Treated Supply,112.06061660870539,14.529215955522496,15.41427634782904,15.132331920774977,405.2085933726595,Filtered,33.09557565167617,44.5186428353126,952.8448355201933,33.177869611950015,4873.805828979349,High
Treated Supply,99.52585425454083,8.03262519274994,13.544711057521237,29.600615420993222,478.70808734275056,Chlorinated,43.41098052026365,36.98512840786451,1097.6533667598699,27.495686683421482,3445.3903934036975,High
River,71.28742579586303,8.25838092789773,19.97917525641848,16.7940231809623,260.9260068867612,None,33.68155319288314,42.50900291626589,1070.8088028955938,26.73941966820879,2252.168159596728,High
Open Well,119.03552249547347,7.484079254387057,20.47202370387342,27.058123104791235,336.2597981805004,None,41.611375835514636,52.32132845033808,1168.4889876551454,27.438103485429554,3694.8147651985623,High
Treated Supply,108.0777848515567,6.1513439652011455,16.004191841493423,13.463958316354145,423.1839154539152,Filtered,31.423602730014615,39.610193390248824,1158.4163668959552,30.174883936061182,2084.912405627563,High
Treated Supply,62.103873697554654,11.88743289368944,21.102862203201816,24.46003068552612,392.17412722703364,None,37.37891762234924,44.57732853049857,1432.7272799761997,21.663215286630773,1986.6409271227653,High
Open Well,79.9451388387897,7.776634493833319,24.590797746016243,27.216858056168824,334.70552001870084,Chlorinated,31.2872171805892,46.25081068495026,1037.4496939437593,31.100434018336287,4322.397893828269,High
Open Well,65.04623270136639,13.282537481918762,22.935708140167733,19.194411378701645,270.0619700519884,None,34.9320657628314,46.332286205400266,1250.0852539007262,35.482595450768,4338.175117836858,High
River,83.86081438108097,14.503793018160943,16.87792427904483,22.674862578067593,424.5593933006873,None,50.12440427204944,45.85837439974394,1347.3996987146404,22.66223459157139,3145.4342031359893,High
Treated Supply,70.04660006994735,7.288593856110315,14.960102684563974,15.994592624055771,210.26326733203115,Chlorinated,32.364042991375804,48.99040112206862,1123.5063428636572,22.87043908363544,2106.819133715889,High
Treated Supply,69.48350472851419,10.011004892063497,17.18058130033164,27.971611967557507,172.5757587408254,Chlorinated,48.09324726431147,33.836630146607455,1166.8020216987409,30.232050547302894,4043.565558043468,High
Open Well,115.64312802845551,11.575723302586312,23.80915307456629,16.167791437388736,377.6119622073876,Filtered,54.01042625878139,35.469529944856305,984.5301882848573,25.97491360825378,4793.166171204178,High
Treated Supply,99.55828555598114,8.546449633986345,23.854530612229937,27.931214698103574,204.48760168886744,Chlorinated,43.265909789291015,36.74585271052608,1128.1813817311424,22.423892613431953,2034.4732782884407,High
Open Well,98.34183189959735,11.345684006605488,14.112953570044683,12.435043481865975,497.6913120248928,Filtered,50.97290358454904,45.19481782873065,1354.8254584758647,25.463142951518247,2172.7441377768173,High
Treated Supply,103.91625437527709,7.486473826973023,14.518859924171643,28.426766304508266,446.9199373686631,Chlorinated,54.680729631591824,31.515400644445105,1446.790232190665,18.273509151475746,4813.650039526752,High
River,64.14332964110861,6.93242690470952,15.116175559254751,28.485174652514573,350.28833666997394,Filtered,35.95419887912064,39.018099423625365,1295.6442894077177,24.151153189791465,2930.1403671205,High
River,117.87253802407108,7.953511031049427,24.322363868266955,28.92946322745671,423.4475341791223,Chlorinated,40.49641497961389,49.69567951913804,1452.1071551067266,37.78187402870378,3258.372621290212,High
Treated Supply,72.27554756805182,13.648318008987768,16.136481009778933,22.60806107540997,170.1893879076038,None,39.71012067094454,48.51954197767121,922.8155535343662,30.597609173413357,2761.5624097985183,High
River,94.44127038468017,14.287860895160154,14.872996672467321,21.73431096129126,443.805017719042,None,31.723304969815786,48.18026204418075,1355.2855187664823,24.74462256300628,4436.432741175986,High
Open Well,62.687042228828695,7.541493132248012,16.338867078964576,28.94597671229703,412.1418731045705,Chlorinated,50.536174760795845,52.80131753972853,1262.8408233261853,37.99133207906986,2673.9327875269364,High
River,119.30423340106245,14.74460691467371,12.247757637355463,24.46936080323627,317.451166911507,Filtered,34.621117402197285,52.36110413433137,1310.0304857519081,26.95995990022176,3270.1256800705632,High
River,74.20165282739497,14.305162710062369,21.020165860224743,12.28967451628462,203.45600223009325,None,46.678485214200464,32.168317656241335,953.0261978749319,24.348217897792477,3174.7909648630407,High
Open Well,115.60523321698084,10.427373405098377,22.391391505288833,14.719227841560382,172.64896963664089,None,36.91486571508446,42.89299852990965,1018.6358136150599,19.64028077364834,4113.5364382040425,High
Treated Supply,67.16815463841593,7.207031590725411,14.061527479944688,26.099834933684797,347.2182193939093,None,38.41842747875556,49.36306176264985,1071.2137752910633,23.837947321343677,3037.076927257769,High
Treated Supply,104.4467610952548,14.747448263348543,21.655922884232986,28.928326857882542,482.0815184599762,Filtered,44.44269605376881,49.90326084604329,1165.6869480558444,22.537687626563994,2271.6725371614034,High
River,70.03050851746957,14.155182283692623,16.705575713935062,20.112172195530448,227.77936845357937,Chlorinated,44.463052104517885,46.13835624263993,1492.2505469860403,28.047867359857324,3595.433628918066,High
River,95.54672885538321,14.318553373506559,15.532934169566738,15.338167093969965,484.97923594570165,Filtered,49.70257937036127,37.04702164347624,1097.582032575893,29.316533591752563,3242.0848880618205,High
Open Well,81.38429530302487,9.341677463406985,22.0269441079214,12.303146929847134,473.24218911915864,Chlorinated,54.62550358667148,32.33749470420325,1182.0240939746627,23.973353008332644,2616.984349358171,High
Treated Supply,67.67047474773352,11.737121554878149,18.718243419467907,22.314527474126017,292.67568858108575,Chlorinated,38.84046855547394,53.42653979968097,1124.3652061568857,37.5382726539446,1897.3368055575413,High
Treated Supply,60.26511094346261,11.0269200013994,12.71690998610842,13.80071603535377,199.62093520018496,None,43.185018979660335,34.14186813829496,1156.620065600192,32.36021550453128,3443.48476473057,High
Open Well,113.35454194770064,12.60215346992223,20.183682024137227,18.664420903392966,395.4084942347465,Filtered,44.55082690606812,47.68108114202555,923.9163538978025,26.241754320422643,2581.552089937211,High
Open Well,72.03811542133627,11.864062986845878,17.2798605200602,13.308302004329267,451.34133111974353,None,47.05787905664789,30.407230602149074,1446.6206666581215,23.460877998041752,1946.0332205630314,High
Treated Supply,76.55430671932608,12.62215862246692,16.40591677100359,15.96477042652435,370.8939520576444,None,43.6581161534736,44.715221762920876,1334.0962945728193,26.211558336464122,2162.4076178079267,High
Open Well,115.57221312778617,12.428760307623858,14.208688829765519,13.519509164634298,223.8882287522759,Filtered,33.28590259954342,38.229045692394436,1419.4495952920588,32.464080587299684,3658.331519430815,High
Open Well,66.22164013862553,6.432175145803122,17.96775034484346,24.075553648189647,441.1550094439992,Chlorinated,47.865424875770444,49.41479180635758,1132.4518885633918,19.94788474660989,4115.264164374577,High
Treated Supply,99.97068251861816,14.457773277575736,17.023957859087393,17.229580129037274,356.50834465200137,Chlorinated,48.72773197143744,45.001967524123806,1287.4268139709097,30.96072707262926,3847.1886956419644,High
Open Well,112.22296429040907,9.806419235194472,12.461944792706007,27.493940797535057,358.69610219559604,Filtered,43.1694332329153,33.86885675497199,1017.6010680962864,23.52824467012012,3820.1386193600074,High
Treated Supply,99.00176521602668,11.970392742923506,12.41965828694655,28.693673400620902,427.11272638755054,Filtered,34.941380873448225,31.125346186941535,969.7783751077928,19.149992590986926,2800.448357621981,High
River,90.67932054165097,10.680689609074383,14.182812263513108,24.229721041063442,433.99694567962354,None,50.92500603207194,33.411469141075656,1356.5104397119135,19.471943693662933,1524.6290252061576,High
Open Well,62.072736139527564,6.659178063269906,14.799168647113584,13.471343911143352,215.02720478246485,None,31.406342678224444,31.238127300820416,1078.7055945441166,31.777629313547223,2716.9057183586765,High
River,108.25943532808483,13.79764389507843,20.720525396784844,24.308198762488523,381.4302839141327,None,47.453902240040506,51.87870800836667,1263.016944882164,37.12520744710946,3165.2321357532546,High
Treated Supply,83.11680697743999,14.639549743626162,17.95162814805912,29.292755388120895,397.62297188991727,Chlorinated,32.756465307738225,42.93751216950662,1081.1092216939387,28.734175617340192,4521.180135232452,High
Treated Supply,93.40067949864596,11.362478232117663,12.887781514801619,26.60942770626633,432.54800271990734,None,51.247854884322905,45.43208139218956,1176.3861651840211,34.53027051338351,4046.1041263592874,High
River,67.01780610221734,9.638786806540278,23.28464010600964,17.96876550318525,495.37112121218576,None,53.26234207835788,31.850720819653883,1372.3266078101196,25.74001287790246,4101.300112261818,High
Open Well,87.71317517318408,11.400352897254876,14.878366104804245,24.038959964807454,300.89470233203804,Filtered,47.67109343578685,49.53413405370324,1375.2783610046245,19.93787472553912,2701.184202295065,High
River,61.746049115695136,14.854183536958953,17.066216557841628,15.021920772574267,316.2153282354519,None,38.040252178845435,45.67950116270555,1266.8392086391823,26.21884682896605,3729.565422352701,High
Treated Supply,73.37901907192558,7.395628315507767,20.112416940878518,29.96672579279138,230.48743421220757,Chlorinated,40.72476796207035,33.74512266108275,1429.8776611774192,36.36223461128583,3327.5385310157726,High
Open Well,116.60267987492902,13.642153828662693,23.639143236347245,29.962841543694534,353.2468968297078,Filtered,48.94632644159624,48.495447997831675,1461.276684275727,30.968525268365134,3846.8336354068947,High
Treated Supply,85.61157141348481,12.98083400966895,23.17194917383646,18.075971381577283,273.4629179627721,Filtered,30.51560890040845,35.05652545143737,1348.7660575120085,37.7948462562686,4945.803540453437,High
Open Well,78.5761092169954,12.863974647243298,22.179721410710442,20.915191193002535,261.36725190294095,Filtered,33.102778285969,44.995841230686985,1097.2596847529448,32.08379964978034,3252.761604536063,High
Treated Supply,81.18740492021,9.380021149266614,13.052328775299884,29.41406430525674,398.0531900565496,Filtered,30.11431120717096,38.13961966958658,1406.6006694641947,27.441440274072928,4092.6254508804054,High
Treated Supply,97.4603898803544,12.709686392650195,13.12147294582985,14.513051027998518,379.4926884533758,None,43.15936429150744,30.732018196335794,1370.3406852051628,28.12768430424989,1687.3009659332524,High
Treated Supply,116.48867324035717,7.257900753510553,13.07715898616232,13.56577852135723,496.052241585695,Chlorinated,31.204477071795804,36.198037236922055,905.2477105015982,30.83561034773483,1503.1632160673437,High
Open Well,92.50129273245528,9.949300239096335,19.82244729186204,24.059516526298953,203.86758807931358,Filtered,31.919814690105405,36.055193193899285,913.035792257824,36.05093034734034,1675.9314834488023,High
Treated Supply,68.8250142023855,7.669583488229312,13.272248501109374,24.36293733811024,458.2434743711123,None,31.602545916738258,47.50432796355204,911.0073529010573,32.188115502999906,4079.1063431778452,High
Open Well,75.42097009480699,14.884865360619244,20.47568192978142,28.822382305468302,252.41923652680785,Filtered,37.442600312977405,39.531167041172104,1026.5781417450205,26.389546171626954,2414.7590946418427,High
River,105.25227153844921,12.3606089360316,18.65406027878558,20.2931583823744,173.41892769884188,Chlorinated,54.61813505928292,39.5399131283651,1171.101682116177,31.409634842080873,1697.3199005089177,High
Treated Supply,81.1853982920321,14.693045346386116,22.95508940664905,26.72008689723011,442.9016375290643,Filtered,42.07175133086209,54.338773199445015,1472.9522036888059,18.055052931131733,3855.700929926099,High
Open Well,65.6248807132982,13.23352591991858,17.63072726338392,12.763119893310911,161.28076911752174,Chlorinated,35.68668493027494,54.956187449158115,1320.678943810753,33.90943212484369,2604.749487887421,High
Treated Supply,116.30654016212156,11.149818448696708,21.904728569013642,12.462614400053653,384.75079798542697,Filtered,48.15280989243463,50.36801811645353,1162.2935489229976,24.87272576904658,1628.8357391731165,High
Treated Supply,89.22070444485604,8.225262549675184,23.815293582973887,12.511224183450151,306.72253487836326,Chlorinated,41.43123998528138,47.833885663223846,943.7774869303491,27.598743137995918,2549.1844464797387,High
River,113.03139553699194,9.389503026490335,17.799515901743398,12.793567456686336,380.6132900407488,Filtered,40.99899471337851,51.8398701982031,1352.4297060402284,36.19028841342589,4465.204439587654,High
Treated Supply,62.40698126853867,11.85887573135041,12.374434506190381,28.494659334705364,255.55142659741028,Filtered,34.27486200709855,35.5693734891607,1178.031122729875,25.86682445264215,4961.400968058258,High
Treated Supply,104.60741324911649,12.175424783691616,20.628363284092885,12.38343592880809,471.9265085622189,Filtered,30.234635240110833,45.40547185165791,1407.5265175146435,19.36630363364023,2120.969087302994,High
River,77.88704807748341,6.844270642818506,19.46578947635721,25.293482815135413,388.49949600827017,Filtered,52.97589909353391,47.22115076317626,1385.1777238100701,34.09641554733284,3345.810764580711,High
River,108.25921426698591,11.049856064581611,19.841189670537425,22.19415643169166,314.2850151939349,None,37.583689768592585,31.07951344878237,925.9801520627746,30.6320070127664,3517.3967305018023,High
Treated Supply,76.54429600649485,11.377346563549708,18.755098582092618,13.033149037089213,272.3573614988737,None,42.677635781270396,50.30369598456042,1124.1966086989385,27.87867262599824,2155.577847060178,High
